region,subj,item,rpdur,tgdur,totfixdur,gbck,gdur,rr,rrdur,quan_cond,typic_cond,interf_cond,subj_cond,obj_cond,cond,quants,typic,interf
6,35,19,198,198,198,2,198,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,35,7,172,172,232,2,172,1,60,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,35,1,690,690,690,2,690,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,35,2,810,810,810,2,810,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,35,23,210,210,534,2,210,1,324,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,35,18,828,238,238,1,238,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,35,27,1020,604,604,1,276,1,328,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,35,20,400,400,400,2,400,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,35,26,0,0,74,0,0,1,74,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,35,9,238,238,238,2,238,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,35,22,0,0,164,0,0,1,164,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,35,25,174,174,174,2,174,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,35,8,300,300,300,2,300,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,35,12,168,168,168,2,168,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,35,4,174,174,414,2,174,1,240,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,35,5,148,148,148,2,148,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,35,29,186,186,186,2,186,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,43,15,450,450,688,2,450,1,238,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,43,11,0,0,148,0,0,1,148,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,43,20,118,118,118,2,118,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,43,9,0,0,0,0,0,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,43,16,0,0,416,0,0,1,416,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,43,2,170,170,352,2,170,1,182,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,43,4,0,0,0,0,0,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,43,22,274,170,170,1,170,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,43,28,184,184,184,2,184,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,43,32,182,182,182,2,182,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,43,25,176,176,176,2,176,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,43,8,182,182,182,2,182,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,43,13,222,222,222,2,222,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,43,21,110,110,110,2,110,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,43,27,162,162,162,2,162,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,43,5,0,0,0,0,0,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,43,26,0,0,138,0,0,1,138,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,43,31,208,208,208,2,208,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,43,19,180,180,536,2,180,1,356,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,43,17,174,174,174,2,174,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,43,23,250,250,250,2,250,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,43,1,186,186,598,2,186,1,412,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,43,12,282,282,282,2,282,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,43,30,256,256,256,2,256,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,43,10,222,222,222,2,222,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,43,18,0,0,0,0,0,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,43,29,314,314,604,2,314,1,290,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,46,7,694,694,1034,2,694,1,340,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,46,25,390,390,662,2,390,1,272,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,46,30,216,216,216,2,216,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,46,28,260,260,260,2,260,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,46,6,178,178,492,2,178,1,314,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,46,19,200,200,200,2,200,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,46,4,192,192,192,2,192,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,46,2,150,150,150,2,150,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,46,13,220,220,220,2,220,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,46,18,382,382,382,2,382,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,46,12,160,160,160,2,160,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,46,3,280,280,280,2,280,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,46,17,356,356,356,2,356,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,46,1,732,732,732,2,732,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,46,15,530,530,530,2,530,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,46,10,256,256,876,2,256,1,620,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,46,23,152,152,152,2,152,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,46,9,244,244,244,2,244,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,46,5,242,242,242,2,242,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,46,22,182,182,182,2,182,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,46,26,184,184,184,2,184,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,46,27,168,168,168,2,168,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,46,20,0,0,0,0,0,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,46,31,186,186,186,2,186,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,46,8,608,448,448,1,264,1,184,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,46,11,192,192,192,2,192,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,46,29,188,188,440,2,188,1,252,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,46,21,222,222,222,2,222,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,46,16,160,160,160,2,160,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,46,32,254,254,254,2,254,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,12,16,1404,464,464,1,138,1,326,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,12,28,162,162,416,2,162,1,254,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,12,26,0,0,204,0,0,1,204,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,12,32,192,192,500,2,192,1,308,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,12,17,154,154,154,2,154,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,12,9,172,172,330,2,172,1,158,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,12,18,528,270,270,1,104,1,166,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,12,20,178,178,178,2,178,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,12,25,162,162,606,2,162,1,444,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,12,22,216,216,786,2,216,1,570,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,12,30,206,206,546,2,206,1,340,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,12,27,374,374,954,2,374,1,580,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,12,1,162,162,162,2,162,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,12,2,342,342,934,2,342,1,592,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,12,5,120,120,518,2,120,1,398,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,12,7,0,0,526,0,0,1,526,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,12,19,168,168,458,2,168,1,290,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,12,10,528,528,528,2,528,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,12,11,184,184,620,2,184,1,436,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,12,31,162,162,162,2,162,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,12,15,378,378,950,2,378,1,572,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,12,12,154,154,154,2,154,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,12,23,158,158,520,2,158,1,362,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,12,4,158,158,158,2,158,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,12,29,0,0,0,0,0,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,12,21,180,180,180,2,180,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,12,8,158,158,158,2,158,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,12,13,160,160,306,2,160,1,146,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,12,6,146,146,146,2,146,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,12,3,352,352,352,2,352,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,20,23,224,224,1028,2,224,1,804,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,20,31,0,0,300,0,0,1,300,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,20,19,184,184,700,2,184,1,516,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,20,29,0,0,194,0,0,1,194,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,20,4,0,0,634,0,0,1,634,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,20,9,274,274,516,2,274,1,242,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,20,11,206,206,572,2,206,1,366,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,20,21,204,204,1040,2,204,1,836,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,20,2,0,0,240,0,0,1,240,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,20,7,0,0,288,0,0,1,288,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,20,25,844,414,570,1,176,1,394,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,20,22,270,270,270,2,270,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,20,13,228,228,530,2,228,1,302,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,20,8,180,180,380,2,180,1,200,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,20,17,194,194,708,2,194,1,514,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,20,20,232,232,492,2,232,1,260,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,20,12,0,0,550,0,0,1,550,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,20,5,0,0,264,0,0,1,264,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,20,18,224,224,1136,2,224,1,912,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,20,1,188,188,476,2,188,1,288,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,20,3,206,206,206,2,206,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,20,28,180,180,180,2,180,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,20,32,292,292,560,2,292,1,268,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,20,26,234,234,428,2,234,1,194,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,20,16,166,166,514,2,166,1,348,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,20,6,194,194,744,2,194,1,550,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,20,27,832,168,168,1,168,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,20,10,222,222,222,2,222,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,20,15,236,236,630,2,236,1,394,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,28,21,390,390,658,2,390,1,268,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,28,18,204,204,204,2,204,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,28,6,242,242,488,2,242,1,246,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,28,27,84,84,1176,2,84,1,1092,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,28,23,190,190,1906,2,190,1,1716,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,28,16,212,212,212,2,212,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,28,31,268,268,268,2,268,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,28,20,798,510,932,1,260,1,672,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,28,13,152,152,492,2,152,1,340,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,28,19,302,302,1508,2,302,1,1206,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,28,25,560,346,872,1,112,1,760,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,28,5,210,210,210,2,210,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,28,1,162,162,900,2,162,1,738,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,28,11,170,170,496,2,170,1,326,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,28,32,196,196,1002,2,196,1,806,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,28,12,214,214,466,2,214,1,252,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,28,8,178,178,454,2,178,1,276,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,28,15,244,244,806,2,244,1,562,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,28,3,238,238,688,2,238,1,450,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,28,22,198,198,198,2,198,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,28,10,208,208,208,2,208,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,28,4,196,196,446,2,196,1,250,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,28,29,200,200,468,2,200,1,268,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,28,17,224,224,224,2,224,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,28,28,0,0,372,0,0,1,372,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,28,7,534,534,1378,2,534,1,844,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,28,26,580,496,496,1,294,1,202,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,28,9,164,164,1390,2,164,1,1226,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,28,30,220,220,220,2,220,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,28,2,0,0,882,0,0,1,882,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,36,11,202,202,402,2,202,1,200,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,36,31,378,378,660,2,378,1,282,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,36,16,180,180,426,2,180,1,246,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,36,25,246,246,720,2,246,1,474,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,36,29,0,0,368,0,0,1,368,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,36,30,670,392,676,1,222,1,454,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,36,20,262,262,262,2,262,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,36,6,214,214,468,2,214,1,254,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,36,2,144,144,454,2,144,1,310,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,36,8,386,386,386,2,386,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,36,23,0,0,598,0,0,1,598,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,36,3,0,0,172,0,0,1,172,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,36,5,172,172,410,2,172,1,238,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,36,9,330,330,584,2,330,1,254,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,36,13,136,136,348,2,136,1,212,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,36,10,258,258,258,2,258,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,36,17,298,298,810,2,298,1,512,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,36,27,266,266,844,2,266,1,578,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,36,1,356,356,356,2,356,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,36,4,0,0,404,0,0,1,404,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,36,12,382,382,650,2,382,1,268,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,36,22,200,200,258,2,200,1,58,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,36,7,136,136,1470,2,136,1,1334,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,36,21,234,234,234,2,234,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,36,26,212,212,414,2,212,1,202,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,36,32,332,332,758,2,332,1,426,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,36,15,232,232,232,2,232,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,36,19,210,210,862,2,210,1,652,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,36,18,308,308,308,2,308,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,36,28,100,100,336,2,100,1,236,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,50,13,0,0,118,0,0,1,118,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,50,28,400,400,538,2,400,1,138,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,50,26,190,190,190,2,190,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,50,22,316,316,316,2,316,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,50,25,230,230,1364,2,230,1,1134,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,50,23,702,702,1252,2,702,1,550,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,50,1,0,0,802,0,0,1,802,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,50,10,1174,532,532,1,300,1,232,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,50,32,460,460,460,2,460,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,50,16,738,604,604,1,166,1,438,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,50,5,0,0,0,0,0,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,50,4,262,262,616,2,262,1,354,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,50,21,180,180,180,2,180,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,50,30,0,0,156,0,0,1,156,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,50,15,268,268,602,2,268,1,334,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,50,7,152,152,570,2,152,1,418,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,50,9,426,426,1004,2,426,1,578,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,50,11,622,442,894,1,130,1,764,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,50,8,0,0,98,0,0,1,98,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,50,3,0,0,852,0,0,1,852,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,50,19,202,202,622,2,202,1,420,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,50,18,0,0,692,0,0,1,692,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,50,29,184,184,184,2,184,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,50,31,232,232,452,2,232,1,220,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,50,6,192,192,192,2,192,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,50,17,184,184,184,2,184,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,50,20,0,0,0,0,0,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,50,27,1726,1022,1198,1,722,1,476,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,50,2,280,280,608,2,280,1,328,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,50,12,202,202,202,2,202,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,5,18,240,240,240,2,240,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,5,31,182,182,404,2,182,1,222,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,5,20,168,168,368,2,168,1,200,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,5,32,84,84,84,2,84,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,5,12,174,174,174,2,174,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,5,16,162,162,162,2,162,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,5,6,152,152,314,2,152,1,162,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,5,19,176,176,752,2,176,1,576,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,5,30,0,0,0,0,0,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,5,17,0,0,0,0,0,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,5,9,184,184,568,2,184,1,384,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
